Restaurant Name,Restaurant ID,Address,Category,Price,Ratings,,,,,,,,,,,
Rocket Pig,r561,463 W 24th St_New York_ NY 10001_,2,2,4.5,,,,,,,,,,,
Roof at Park South,r562,125 E 27th St_New York_ NY 10016_,5,3,3.5,,,,,,,,,,,
Root & Bone,r563,200 E 3rd St_New York_ NY 10009_,0,2,4,,,,,,,,,,,
Rubirosa,r564,235 Mulberry St_New York_ NY 10012_,7,2,4,,,,,,,,,,,
Ruby's Cafe,r565,219 Mulberry St_New York_ NY 10012_,4,2,4,,,,,,,,,,,
Ruby's- Murray Hill,r566,442 3rd Ave_New York_ NY 10016_,4,2,4,,,,,,,,,,,
Ruffian Wine Bar & Chef's Table,r567,125 E 7th St_New York_ NY 10009_,6; 5,2,5,,,,,,,,,,,
Rumba Cubana,r568,6909 J F Kennedy Blvd E_Guttenberg_ NJ 07093_,17; 5,2,4,,,,,,,,,,,
Saigon Shack ,r569,114 Macdougal St,9,1,4,,,,,,,,,,,
Sakagura,r570,211 E 43rd St_New York_ NY 10017_,9,3,4,,,,,,,,,,,
Sakanaya,r571,304 E 49th St_New York_ NY 10017_,9,4,4.5,,,,,,,,,,,
Sal Anthony's,r572,226 3rd Ave_New York_ NY 10003_,7,2,5,,,,,,,,,,,
Salt & Bone Smokehouse,r573,32-7 30th Ave_Astoria_ NY 11102_,5,2,3.5,,,,,,,,,,,
Samba Kitchen & Bar,r574,661 9th Ave_New York_ NY 10036_,5,2,4.5,,,,,,,,,,,
San Carlo Osteria Piemonte,r575,90 Thompson St_New York City_ NY 10012_,7,3,4.5,,,,,,,,,,,
San Marzano Pasta Fresca,r576,117 Second Ave_New York_ NY 10003_,7,1,4,,,,,,,,,,,
Sant Ambroeus,r577,1000 Madison Ave_New York_ NY 10021_,7,3,4,,,,,,,,,,,
Sauce & Barrel,r578,97 Washington St_New York_ NY 10006_,7; 5,2,4,,,,,,,,,,,
Saxon + Parole,r579,316 Bowery_New York_ NY 10012_,2; 5,3,4,,,,,,,,,,,
Scalini Fedeli,r580,165 Duane St_New York_ NY 10013_,7,4,4.5,,,,,,,,,,,
Scarpetta,r581,355 W 14th St_New York_ NY 10014_,7,3,4,,,,,,,,,,,
Seabird,r582,361 6th Ave_New York_ NY 10014_,3; 4,2,4,,,,,,,,,,,
Seamore's,r583,161 8th Ave_New York_ NY 10011_,3; 5,3,3.5,,,,,,,,,,,
Seamstress,r584,339 E 75th St_New York_ NY 10021_,2; 5,2,4,,,,,,,,,,,
Sean's Bar & Kitchen,r585,42 West 48th St_New York_ NY 10036_,2,2,4,,,,,,,,,,,
Sergimmo Salumeria,r586,456 9th Ave_New York_ NY 10018_,7,2,4,,,,,,,,,,,
Sevilla Restaurant,r587,62 Charles St_New York_ NY 10014_,19,2,4,,,,,,,,,,,
Shaking Crab,r588,2869 Broadway_New York_ NY 10025_,3,2,4.5,,,,,,,,,,,
Shalel Lounge,r589,65 W 70th St_New York_ NY 10023_,5,2,4,,,,,,,,,,,
Shanghai Asian Manor,r590,21 Mott St_New York_ NY 10013_,9,2,4,,,,,,,,,,,
Shay & Ivy,r591,39 W 24th St_New York_ NY 10010_,2; 4,3,4,,,,,,,,,,,
Shrine,r592,2271 Adam Clayton Powell Blvd_New York_ NY 10030_,5,2,4,,,,,,,,,,,
Siena,r593,1580 3rd Ave_New York_ NY 10128_,7,2,4.5,,,,,,,,,,,
Sir Harry's,r594,301 Park Ave_Waldorf Astoria_New York_ NY 10022_,5,3,3.5,,,,,,,,,,,
Sister Jane NYC,r595,349 E 13th St_New York_ NY 10003_,0; 5,2,4,,,,,,,,,,,
Smith and Mills,r596,71 N Moore St_New York_ NY 10013_,2,2,4,,,,,,,,,,,
Soba Noodle Azuma 55,r597,251 W 55th St_New York_ NY 10019_,9,2,4,,,,,,,,,,,
Soba Totto,r598,211 E 43rd St_New York_ NY 10017_,9,2,4,,,,,,,,,,,
Socarrat Paella Bar - Chelsea,r599,259 W 19th St_New York_ NY 10011_,19,3,4,,,,,,,,,,,
Society Cafe,r600,52 W 13th St_New York_ NY 10011_,2,3,4.5,,,,,,,,,,,
Sofia Wine Bar,r601,242 E 50th St_New York_ NY 10022_,7,2,4,,,,,,,,,,,
Soho Thai,r602,141 Grand St,12,2,3.5,,,,,,,,,,,
Sojourn,r603,244 E 79th St_New York_ NY 10075_,2,2,4,,,,,,,,,,,
Soju Haus,r604,315 5th Ave_Fl 2_New York_ NY 10016_,10,2,4,,,,,,,,,,,
Somm Time,r605,959 2nd Ave_New York_ NY 10022_,2; 4,2,4.5,,,,,,,,,,,
Sottosuolo NYC,r606,122 E 27th St_New York_ NY 10016_,7,2,4.5,,,,,,,,,,,
SOUTHGATE Bar & Restaurant,r607,154 Central Park S_JW Marriott Essex House New York_New York_ NY 10019_,2; 5,3,3.5,,,,,,,,,,,
Souvlaki GR,r608,162 W 56th St_New York_ NY 10019_,8,2,4,,,,,,,,,,,
Spaghetti Incident,r609,231 Eldridge St_New York_ NY 10002_,7,2,4,,,,,,,,,,,
Spice Symphony,r610,150 E 50th St_New York_ NY 10022_,9,2,4,,,,,,,,,,,
STATE Grill and Bar,r611,Empire State Building_350 5th Ave_New York_ NY 10118_,2,3,4,,,,,,,,,,,
STK Midtown,r612,1114 Avenue of the Americas_New York_ NY 10036_,2; 5,3,3.5,,,,,,,,,,,
Suffolk Arms,r613,269 Houston St_New York_ NY 10002_,5,2,4.5,,,,,,,,,,,
Sugar East,r614,1125 1st Ave_New York_ NY 10065_,2,2,4.5,,,,,,,,,,,
Sukhumvit 51,r615,224 E 51st St_New York_ NY 10022_,12,2,4,,,,,,,,,,,
Sunday in Brooklyn,r616,348 Wythe Ave_Brooklyn_ NY 11249_,2; 4,2,4,,,,,,,,,,,
Supper,r617,156 E 2nd St_New York_ NY 10009_,7,2,4,,,,,,,,,,,
Sushi By Bou,r618,353 W 14th St_New York_ NY 10014_,9,3,3.5,,,,,,,,,,,
Sushi Nakazawa,r619,23 Commerce St_New York_ NY 10014_,9,4,4.5,,,,,,,,,,,
Sushi Yasaka,r620,251 W 72nd St_New York_ NY 10023_,9,2,4,,,,,,,,,,,
Suspenders,r621,108 Greenwich St_New York_ NY 10006_,5,2,4.5,,,,,,,,,,,
Sutton Inn,r622,347 E 54th St_New York_ NY 10022_,2;,3,4,,,,,,,,,,,
Sweet Chick,r623,178 Ludlow St_New York_ NY 10002_,0,2,4,,,,,,,,,,,
Swine,r624,531 Hudson St_New York_ NY 10014_,2; 5,2,4,,,,,,,,,,,
Sylvia's Restaurant,r625,328 Malcolm X Blvd_New York_ NY 10027_,0,2,3.5,,,,,,,,,,,
Table d’Hôte,r626,44 E 92nd St_New York_ NY 10128_,6,2,4,,,,,,,,,,,
Tableside Italian Cook Shoppe,r627,345 E 6th St_New York_ NY 10003_,7,2,4.5,,,,,,,,,,,
Taboon,r628,773 10th Ave_New York_ NY 10019_,8,3,4,,,,,,,,,,,
Taboonette,r629,30 E 13th St_New York_ NY 10003_,2,2,4,,,,,,,,,,,
Take31,r630,15 E 31st St_New York_ NY 10016_,10,2,4,,,,,,,,,,,
Tanner Smiths,r631,204 W 55th St_New York_ NY 10019_,2; 4,2,4.5,,,,,,,,,,,
Taqueria Diana,r632,129 2nd Ave,11,1,4,,,,,,,,,,,
Tastings Social for Izakaya MB & Mountain Bird,r633,251 E 110th St_New York_ NY 10029_,6,3,4.5,,,,,,,,,,,
Tavern on Jane,r634,31 8th Ave_New York_ NY 10014_,2,2,4,,,,,,,,,,,
Tavern on the Green,r635,67 Central Park W_New York_ NY 10023_,2;,3,3,,,,,,,,,,,
Tavern29,r636,47 E 29th St_New York_ NY 10016_,2,2,4,,,,,,,,,,,
Tavola,r637,488 9th Ave_New York_ NY 10018_,7,2,4,,,,,,,,,,,
TEISUI,r638,246 5th Ave_New York_ NY 10001_,9,4,4.5,,,,,,,,,,,
Thai Market,r639,960 Amsterdam Ave_New York_ NY 10025_,12,2,4,,,,,,,,,,,
Thai Sliders,r640,108 John St_New York_ NY 10038_,12,2,4,,,,,,,,,,,
Thai Villa,r641,5 E 19th St_G Floor_New York_ NY 10003_,12,2,4.5,,,,,,,,,,,
The Auction House,r642,300 E 89th St_New York_ NY 10128_,5,2,4,,,,,,,,,,,
The Bar Room,r643,117 E 60th St_New York_ NY 10022_,2; 5,2,4,,,,,,,,,,,
The Belfry,r644,222 E 14th St_New York_ NY 10003_,5,2,4,,,,,,,,,,,
The Black Ant,r645,60 2nd Ave_New York_ NY 10003_,11; 5,2,4,,,,,,,,,,,
The Black Derby,r646,310 W 4th St_New York_ NY 10014_,2,2,4.5,,,,,,,,,,,
The Boil,r647,17 Waverly Pl_New York_ NY 10003_,3,2,4,,,,,,,,,,,
The Boil,r648,139 Chrystie St_New York_ NY 10002_,3; 5,2,4.5,,,,,,,,,,,
The Brazen Tavern,r649,356 W 44th St_New York_ NY 10036_,2,2,4.5,,,,,,,,,,,
The Burp Kitchen,r650,7000 Kennedy Blvd E_Lower level of Galaxy Mall_Guttenberg_ NJ 07093_,13,1,5,,,,,,,,,,,
The Cannibal Beer & Butcher,r651,113 E 29th St_New York_ NY 10016_,5; 0,2,4,,,,,,,,,,,
The Capital Grille,r652,120 W 51st St_New York_ NY 10020_,3; 5,3,4,,,,,,,,,,,
The Catalina,r653,675A 9th Ave_New York_ NY 10036_,5,2,4,,,,,,,,,,,
The Cellar,r654,900 Broadway_New York_ NY 10003_,2,2,4,,,,,,,,,,,
The Cliff,r655,38 Congress St_Jersey City_ NJ 07307_,4,2,4.5,,,,,,,,,,,
The Craftsman,r656,3155 Broadway_New York_ NY 10027_,5,2,4,,,,,,,,,,,
The Crow's Nest,r657,500 E 30th St_Water Club_New York_ NY 10016_,5,2,3.5,,,,,,,,,,,
The Cuban Restaurant and Bar,r658,333 Washington St_Hoboken_ NJ 07030_,17,3,4.5,,,,,,,,,,,
The Dead Poet,r659,450 Amsterdam Ave_New York_ NY 10024_,5,2,4,,,,,,,,,,,
The Eddy,r660,342 E 6th St_New York_ NY 10003_,2; 5,3,4.5,,,,,,,,,,,
The Fat Monk,r661,949 Columbus Ave_New York_ NY 10025_,5,2,4,,,,,,,,,,,
The Flying Cock Pub,r662,497 3rd Ave_New York_ NY 10016_,5; 4,2,4.5,,,,,,,,,,,
The Gander,r663,15 W 18th St_New York_ NY 10011_,2,3,3.5,,,,,,,,,,,
The Greek,r664,458 Greenwich St_New York_ NY 10013_,8,3,4.5,,,,,,,,,,,
The Greek Kitchen,r665,889 10th Ave_New York_ NY 10019_,8,2,4,,,,,,,,,,,
The Grey Dog,r666,244 Mulberry St_New York_ NY 10012_,2; 4,2,4,,,,,,,,,,,
The Grey Dog,r667,242 W 16th St_New York_ NY 10011_,0; 4,2,4,,,,,,,,,,,
The Growler Bites & Brews,r668,55 Stone St_New York_ NY 10004_,5,2,4,,,,,,,,,,,
The Guthrie Inn,r669,1259 Park Ave_New York_ NY 10029_,5,2,4.5,,,,,,,,,,,
The Hamilton,r670,998 Amsterdam Ave_New York_ NY 10025_,2; 5,2,4.5,,,,,,,,,,,
The Heath,r671,542 W 27th St_New York_ NY 10001_,5,3,4,,,,,,,,,,,
The Hideaway Seaport,r672,22 Peck Slip_New York_ NY 10038_,2; 5,2,4,,,,,,,,,,,
The Horny Ram,r673,951 2nd Ave_New York_ NY 10022_,2;,2,4,,,,,,,,,,,
The Marshal,r674,628 10th Ave_New York_ NY 10036_,2; 4,2,4,,,,,,,,,,,
The Meatball Shop,r675,200 9th Ave_New York_ NY 10011_,7,2,4,,,,,,,,,,,
The Meatball Shop,r676,798 9th Ave_New York_ NY 10019_,7,2,4,,,,,,,,,,,
The Meatball Shop,r677,84 Stanton St_New York_ NY 10002_,7,2,4,,,,,,,,,,,
The Mermaid Inn,r678,570 Amsterdam Ave_New York_ NY 10024_,3; 4,2,4,,,,,,,,,,,
The Milling Room,r679,446 Columbus Ave_New York_ NY 10024_,2; 5,3,4,,,,,,,,,,,
The Modern,r680,9 W 53rd St_New York_ NY 10019_,2,4,4,,,,,,,,,,,
The Modern - Bar Room,r681,9 W 53rd St_New York_ NY 10019_,6; 5,3,4,,,,,,,,,,,
The Musket Room,r682,265 Elizabeth St_New York_ NY 10012_,2; 5,3,4.5,,,,,,,,,,,
The NoMad Restaurant,r683,1170 Broadway_New York_ NY 10001_,2; 5,3,4,,,,,,,,,,,
The Nuaa,r684,1122 1st Ave_New York_ NY 10065_,12,2,4,,,,,,,,,,,
The Park,r685,118 10th Ave_New York_ NY 10011_,2;,2,3,,,,,,,,,,,
The Parlour at The Roger Hotel,r686,131 Madison Ave_New York_ NY 10016_,2; 5,2,4.5,,,,,,,,,,,
The Penrose,r687,1590 2nd Ave_New York_ NY 10028_,5,2,4,,,,,,,,,,,
The PokéSpot,r688,120 4th Ave,3,2,4,,,,,,,,,,,
The Polo Bar,r689,1 E 55th St_Ralph Lauren_New York_ NY 10022_,0; 5,3,4,,,,,,,,,,,
The Red Cat,r690,227 10th Ave_New York_ NY 10011_,2; 4,3,4,,,,,,,,,,,
The Ribbon,r691,20 W 72nd St_New York_ NY 10023_,2,3,3.5,,,,,,,,,,,
The Royal Munkey,r692,438 2nd Ave_New York_ NY 10010_,13,3,4.5,,,,,,,,,,,
The Sea Fire Grill,r693,158 E 48th St_New York_ NY 10017_,3; 5,3,4.5,,,,,,,,,,,
The Shadmoor,r694,1066 2nd Ave_New York_ NY 10022_,3,2,4,,,,,,,,,,,
The Smith,r695,1150 Broadway_New York_ NY 10010_,2; 4,2,4,,,,,,,,,,,
The Smith,r696,956 2nd Ave_New York_ NY 10022_,0,2,4,,,,,,,,,,,
The Spaniard,r697,190 W 4th St_New York_ NY 10014_,2,2,4,,,,,,,,,,,
The Spotted Dog,r698,1154 1st Ave_New York_ NY 10065_,0,2,4.5,,,,,,,,,,,
The Top of The Standard,r699,848 Washington St_New York_ NY 10014_,5,4,3.5,,,,,,,,,,,
The Tuck Room,r700,11 Fulton St_New York_ NY 10038_,2,3,4.5,,,,,,,,,,,
The Upsider,r701,1004 2nd Ave_New York_ NY 10022_,2; 4; 5,2,3.5,,,,,,,,,,,
The Wayland,r702,700 E 9th St_New York_ NY 10009_,5,2,4.5,,,,,,,,,,,
The Waylon,r703,736 10th Ave_New York_ NY 10019_,5,2,4.5,,,,,,,,,,,
The Wild Son,r704,53 Little W 12th St_New York_ NY 10014_,2; 4,2,4.5,,,,,,,,,,,
Thursday Kitchen,r705,424 E 9th St_New York_ NY 10009_,2,2,4.5,,,,,,,,,,,
Tia Pol,r706,205 10th Ave_New York_ NY 10011_,19,3,4,,,,,,,,,,,
Tiella,r707,1109 1st Ave_New York_ NY 10065_,7,3,4.5,,,,,,,,,,,
Tocqueville Restaurant,r708,1 E 15th St_New York_ NY 10003_,6;,4,4,,,,,,,,,,,
Toloache,r709,166 E 82nd St_New York_ NY 10028_,2,3,4,,,,,,,,,,,
Toloache,r710,251 W 50th St_New York_ NY 10019_,11,3,4,,,,,,,,,,,
Tommy Bahama Restaurant | Bar | Store - New York,r711,551 5th Ave_New York_ NY 10176_,3,3,4,,,,,,,,,,,
Topaz Noodle Bar,r712,129 W 56th St_New York_ NY 10019_,12,2,4,,,,,,,,,,,
Trademark Taste & Grind,r713,38 W 36th St_New York_ NY 10018_,2;,2,4.5,,,,,,,,,,,
Trading Post,r714,170 John St_New York_ NY 10038_,0; 5,2,4,,,,,,,,,,,
Trattoria Belvedere,r715,165 Lexington Ave_New York_ NY 10016_,7,2,4.5,,,,,,,,,,,
Trattoria Dell'Arte,r716,900 7th Ave_New York_ NY 10019_,7,3,4,,,,,,,,,,,
Trattoria Trecolori,r717,254 W 47th St_New York_ NY 10036_,7,2,4,,,,,,,,,,,
Treehaus Mima,r718,470 W 42nd St_New York_ NY 10036_,2; 5,2,4,,,,,,,,,,,
Tribeca's Kitchen,r719,200 Church St_New York_ NY 10013_,2; 4,2,4,,,,,,,,,,,
Troquet,r720,155 Grand St_New York_ NY 10013_,6; 5,3,4.5,,,,,,,,,,,
Trouble's Trust,r721,455 Madison Ave_New York_ NY 10022_,5,3,4,,,,,,,,,,,
Tsurutontan Udon Noodle Brasserie,r722,21 E 16th St_New York_ NY 10003_,9,2,4,,,,,,,,,,,
Tuome,r723,536 E 5th St_New York_ NY 10009_,1;,3,4,,,,,,,,,,,
Turntable 5060,r724,235 E 4th St_New York_ NY 10009_,2,2,4,,,,,,,,,,,
Two Hands Restaurant & Bar,r725,251 Church St_New York_ NY 10013_,5,2,4,,,,,,,,,,,
U-gu,r726,541 Myrtle Ave_Brooklyn_ NY 11205_,9,2,5,,,,,,,,,,,
Udon West,r727,150 E 46th St_New York_ NY 10017_,9,2,4,,,,,,,,,,,
Ugly Kitchen,r728,103 1st Ave_New York_ NY 10003_,9; 5,2,4,,,,,,,,,,,
Union Bar & Kitchen,r729,300 Spring St_New York_ NY 10013_,2; 0,2,4.5,,,,,,,,,,,
Union Square Cafe,r730,101 E 19th St_New York_ NY 10003_,2; 5,3,4,,,,,,,,,,,
Unions Fare,r731,6 E 18th St,2,3,3.5,,,,,,,,,,,
Up Thai,r732,1411 2nd Ave_New York_ NY 10021_,12,2,4.5,,,,,,,,,,,
Upland,r733,345 Park Ave S_New York_ NY 10010_,2,3,4,,,,,,,,,,,
Upstairs at 21,r734,21 W 52nd St_New York_ NY 10019_,2,4,4.5,,,,,,,,,,,
Upstate,r735,95 1st Ave_New York_ NY 10003_,3,2,4.5,,,,,,,,,,,
Uva,r736,1486 2nd Ave_New York_ NY 10075_,7,2,4,,,,,,,,,,,
Vago Restaurant,r737,509 3rd Ave_New York_ NY 10016_,7,2,4,,,,,,,,,,,
Vai Restaurant,r738,429 Amsterdam Ave_New York_ NY 10024_,7,3,4,,,,,,,,,,,
Vanguard Wine Bar,r739,189 Amsterdam Ave_New York_ NY 10023_,5,2,4.5,,,,,,,,,,,
VBar Seaport,r740,212 Front St_New York_ NY 10038_,8,2,4,,,,,,,,,,,
Via Emilia,r741,47 E 21st St_New York_ NY 10010_,7,2,4,,,,,,,,,,,
Via Quadronno,r742,25 E 73rd St_New York_ NY 10021_,7,2,4,,,,,,,,,,,
Vic's,r743,31 Great Jones St_New York_ NY 10012_,7,2,4,,,,,,,,,,,
Victor's Cafe,r744,236 W 52nd St_New York_ NY 10019_,17; 5,3,4,,,,,,,,,,,
View of the World Terrace Club,r745,144 Washington St_New York_ NY 10006_,2; 5,2,4,,,,,,,,,,,
Villanelle,r746,15 E 12th St_New York_ NY 10003_,3; 2,3,4.5,,,,,,,,,,,
Vin et Fleurs,r747,69 Thompson St_New York_ NY 10012_,6; 5,2,4,,,,,,,,,,,
Vin Sur Vingt,r748,66 W 84th St_New York_ NY 10024_,5,2,4.5,,,,,,,,,,,
Vinateria,r749,2211 Frederick Douglass Blvd_New York_ NY 10026_,7,2,4,,,,,,,,,,,
Vino Levantino,r750,210 W 94th St_New York_ NY 10025_,8,2,4,,,,,,,,,,,
Vintry Wine and Whiskey,r751,57 Stone St_New York_ NY 10004_,5,3,4,,,,,,,,,,,
Vinus and Marc,r752,1825 2nd Ave_New York_ NY 10128_,2,2,4,,,,,,,,,,,
Virginia's,r753,647 E 11th St_New York_ NY 10009_,2,3,4.5,,,,,,,,,,,
Vitae,r754,4 E 46th St_New York_ NY 10017_,2; 5,3,4,,,,,,,,,,,
Vivolo Restaurant,r755,140 E 74th St_New York_ NY 10021_,7,2,4,,,,,,,,,,,
Wajima Japanese Restaurant,r756,134 E 61st St_New York_ NY 10021_,9,2,4,,,,,,,,,,,
Wall 88 Restaurant,r757,104 2nd Ave_New York_ NY 10003_,2; 5,2,4.5,,,,,,,,,,,
Wallflower,r758,235 W 12th St_New York_ NY 10014_,2,3,4.5,,,,,,,,,,,
Westville - East,r759,173 Ave A_New York_ NY 10009_,0; 5,2,4,,,,,,,,,,,
Westville - West,r760,210 W 10th St_New York_ NY 10014_,0; 7,2,4,,,,,,,,,,,
Westville Chelsea,r761,246 W 18th St_New York_ NY 10011_,2; 4,2,4,,,,,,,,,,,
While We Were Young,r762,183 W 10th St_New York_ NY 10014_,2; 5,3,4,,,,,,,,,,,
White Gold Butchers,r763,375 Amsterdam Ave_New York_ NY 10024_,4,2,3.5,,,,,,,,,,,
White Oak Oyster Bar & Cocktail Lounge,r764,818 10th Ave_New York_ NY 10019_,2,2,4,,,,,,,,,,,
White Oak Tavern,r765,21 Waverly Pl_New York_ NY 10003_,5,2,4,,,,,,,,,,,
Whitman & Bloom,r766,384 3rd Ave_New York_ NY 10016_,2; 5,2,4,,,,,,,,,,,
Whitmans Hudson Yards,r767,331 10th Ave_New York_ NY 10001_,2,2,4,,,,,,,,,,,
Wichcraft,r768,1407 Broadway_New York_ NY 10018_,4; 7,,,,,,,,,,,,,
Wildair,r769,142 Orchard St_New York_ NY 10002_,2,3,4,,,,,,,,,,,
Workshop,r770,1415 2nd Ave_New York_ NY 10021_,5,2,5,,,,,,,,,,,
X Bar Bistro,r771,316 East 84th St_New York_ NY 10028_,6; 5,3,4.5,,,,,,,,,,,
Xi'an Famous Foods,r772,45 Bayard St_New York_ NY 10013_,1,1,4,,,,,,,,,,,
Xi'an Famous Foods,r773,328 E 78th St_New York_ NY 10075_,1,1,4,,,,,,,,,,,
Xi'an Famous Foods,r774,14 E 34th St_New York_ NY 10016_,1,1,4,,,,,,,,,,,
Yakiniku Futago,r775,37 W 17th St_New York_ NY 10011_,18,3,4.5,,,,,,,,,,,
Yakitori Totto,r776,251 W 55th St_Fl 2_New York_ NY 10019_,18,3,4,,,,,,,,,,,
Yves,r777,385 Greenwich St_New York_ NY 10013_,2,3,4,,,,,,,,,,,
Zagara Restaurant and Wine Bar,r778,216 7th Ave_New York_ NY 10011_,7,2,4,,,,,,,,,,,
Zero Otto Nove,r779,15 W 21st St_New York_ NY 10010_,7,2,4,,,,,,,,,,,
Zest Szechuan,r780,45 W 39th St,9,2,4,,,,,,,,,,,
Zia Maria,r781,318 W 23rd St_New York_ NY 10011_,7,2,4,,,,,,,,,,,
Zurutto Ramen & Gyoza Bar,r782,142 W 72nd St_New York_ NY 10023_,16; 5,2,4,,,,,,,,,,,
ZZ's Clam Bar,r783,169 Thompson St_New York_ NY 10012_,3; 5,4,4.5,,,,,,,,,,,
